document_id,Title,Agency,File Group,Output Path,variant,cluster,pca_1,pca_2
doc_0105,65_HS1-834228961_62-HQ-83894_Section_6,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Section_6.pdf,agency_controlled,3,0.9664664,0.20365465
doc_0106,65_HS1-834228961_62-HQ-83894_Section_7,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Section_7.pdf,agency_controlled,3,0.9629573,0.21954979
doc_0107,65_HS1-834228961_62-HQ-83894_Section_8,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Section_8.pdf,agency_controlled,3,0.9592148,0.20946926
doc_0108,65_HS1-834228961_62-HQ-83894_Section_9,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Section_9.pdf,agency_controlled,3,0.9573274,0.18856338
doc_0109,65_HS1-834228961_62-HQ-83894_Serial_130,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Serial_130.pdf,agency_controlled,3,0.91348964,0.12399532
doc_0110,65_HS1-834228961_62-HQ-83894_Serial_153,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Serial_153.pdf,agency_controlled,3,0.67997015,0.2396565
doc_0111,65_HS1-834228961_62-HQ-83894_Serial_164,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Serial_164.pdf,agency_controlled,3,0.8347056,0.11946129
doc_0112,65_HS1-834228961_62-HQ-83894_Serial_220,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Serial_220.pdf,agency_controlled,3,0.7098283,0.17857257
doc_0114,65_HS1-834228961_62-HQ-83894_Serial_438,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Serial_438.pdf,agency_controlled,3,0.76585203,0.15196872
doc_0113,65_HS1-834228961_62-HQ-83894_Serial_403,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Serial_403.pdf,agency_controlled,3,0.65658414,0.14668666
doc_0115,65_HS1-834228961_62-HQ-83894_Serial_449,FBI,PDF,ufo_release/FBI/PDF/65_HS1-834228961_62-HQ-83894_Serial_449.pdf,agency_controlled,3,0.8220686,0.19992994
doc_0118,FBI Photo B11,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B11.pdf,agency_controlled,1,-0.77769804,-0.10595136
doc_0117,FBI Photo B10,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B10.pdf,agency_controlled,1,-0.7532335,-0.12285443
doc_0116,FBI Photo B1,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B1.pdf,agency_controlled,1,-0.7360409,-0.10735498
doc_0119,FBI Photo B12,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B12.pdf,agency_controlled,1,-0.7773013,-0.13549995
doc_0120,FBI Photo B13,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B13.pdf,agency_controlled,1,-0.70762753,-0.17277692
doc_0121,FBI Photo B14,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B14.pdf,agency_controlled,1,-0.77726245,-0.1427299
doc_0122,FBI Photo B15,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B15.pdf,agency_controlled,1,-0.7602468,-0.17451279
doc_0123,FBI Photo B16,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B16.pdf,agency_controlled,1,-0.7779564,-0.14509161
doc_0124,FBI Photo B17,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B17.pdf,agency_controlled,1,-0.70769215,-0.123312
doc_0126,FBI Photo B19,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B19.pdf,agency_controlled,1,-0.6834717,-0.07097841
doc_0125,FBI Photo B18,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B18.pdf,agency_controlled,1,-0.7050728,-0.18067642
doc_0128,FBI Photo B20,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B20.pdf,agency_controlled,1,-0.75679606,-0.10661983
doc_0127,FBI Photo B2,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B2.pdf,agency_controlled,1,-0.7632371,-0.13723142
doc_0130,FBI Photo B22,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B22.pdf,agency_controlled,1,-0.7063084,-0.17619939
doc_0129,FBI Photo B21,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B21.pdf,agency_controlled,1,-0.7833349,-0.11894876
doc_0131,FBI Photo B23,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B23.pdf,agency_controlled,1,-0.730405,-0.15541585
doc_0132,FBI Photo B24,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B24.pdf,agency_controlled,1,-0.75100785,-0.13640898
doc_0134,FBI Photo B4,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B4.pdf,agency_controlled,1,-0.7483153,-0.09002116
doc_0133,FBI Photo B3,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B3.pdf,agency_controlled,1,-0.71751904,-0.15573552
doc_0135,FBI Photo B5,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B5.pdf,agency_controlled,1,-0.72680694,-0.079043284
doc_0136,FBI Photo B6,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B6.pdf,agency_controlled,1,-0.7070037,-0.102610625
doc_0138,FBI Photo B8,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B8.pdf,agency_controlled,1,-0.74216336,-0.091067605
doc_0137,FBI Photo B7,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B7.pdf,agency_controlled,1,-0.7187483,-0.11315222
doc_0139,FBI Photo B9,FBI,PDF,ufo_release/FBI/PDF/FBI_Photo_B9.pdf,agency_controlled,1,-0.76904064,-0.10615011
doc_0140,FBI September 2023 Sighting - Composite Sketch,FBI,PDF,ufo_release/FBI/PDF/FBI_September_2023_Sighting_-_Composite_Sketch.pdf,agency_controlled,0,0.05373147,-0.01650701
doc_0141,FBI September 2023 Sighting - Serial 3,FBI,PDF,ufo_release/FBI/PDF/FBI_September_2023_Sighting_-_Serial_3.pdf,agency_controlled,0,0.45734134,-0.13216339
doc_0142,FBI September 2023 Sighting - Serial 4,FBI,PDF,ufo_release/FBI/PDF/FBI_September_2023_Sighting_-_Serial_4.pdf,agency_controlled,0,0.45761672,-0.10386249
doc_0143,FBI September 2023 Sighting - Serial 5,FBI,PDF,ufo_release/FBI/PDF/FBI_September_2023_Sighting_-_Serial_5.pdf,agency_controlled,0,0.47443947,-0.13995285
doc_0144,"NASA-UAP-VM1, Apollo 12, 1969",NASA,IMG,ufo_release/NASA/IMG/NASA-UAP-VM1__Apollo_12__1969.jpg,agency_controlled,1,-0.46924403,0.05559904
doc_0145,"NASA-UAP-VM2, Apollo 12, 1969",NASA,IMG,ufo_release/NASA/IMG/NASA-UAP-VM2__Apollo_12__1969.jpg,agency_controlled,1,-0.3318823,0.021093123
doc_0146,"NASA-UAP-VM3, Apollo 12, 1969",NASA,IMG,ufo_release/NASA/IMG/NASA-UAP-VM3__Apollo_12__1969.jpg,agency_controlled,1,-0.4184326,0.018276133
doc_0147,"NASA-UAP-VM4, Apollo 12, 1969",NASA,IMG,ufo_release/NASA/IMG/NASA-UAP-VM4__Apollo_12__1969.jpg,agency_controlled,1,-0.46269605,0.053672615
doc_0150,255_413270_UFO's_and_Defense_What_Should_we_Prepare_For,NASA,PDF,ufo_release/NASA/PDF/255_413270_UFO_s_and_Defense_What_Should_we_Prepare_For.pdf,agency_controlled,2,0.34142587,-0.018126942
doc_0149,"NASA-UAP-VM6, Apollo 17, 1972",NASA,IMG,ufo_release/NASA/IMG/NASA-UAP-VM6__Apollo_17__1972.jpg,agency_controlled,1,-0.44381666,-0.03851233
doc_0148,"NASA-UAP-VM5, Apollo 12, 1969",NASA,IMG,ufo_release/NASA/IMG/NASA-UAP-VM5__Apollo_12__1969.jpg,agency_controlled,1,-0.38988823,0.05149254
doc_0151,255_t_763_r1b_transcripts,NASA,PDF,ufo_release/NASA/PDF/255_t_763_r1b_transcripts.pdf,agency_controlled,2,0.2714179,0.013423664
doc_0152,"NASA-UAP-D1, Apollo 12 Transcript, 1969",NASA,PDF,ufo_release/NASA/PDF/NASA-UAP-D1__Apollo_12_Transcript__1969.pdf,agency_controlled,4,0.4194742,-0.02199241
doc_0153,"NASA-UAP-D2, Apollo 17 Transcript, 1972",NASA,PDF,ufo_release/NASA/PDF/NASA-UAP-D2__Apollo_17_Transcript__1972.pdf,agency_controlled,4,0.47715282,-0.025032729
doc_0156,"NASA-UAP-D5, Apollo 17 Crew Debriefing for Science, 1973",NASA,PDF,ufo_release/NASA/PDF/NASA-UAP-D5__Apollo_17_Crew_Debriefing_for_Science__1973.pdf,agency_controlled,4,0.4109109,-0.048052114
doc_0154,"NASA-UAP-D3, Gemini 7 Transcript, 1965",NASA,PDF,ufo_release/NASA/PDF/NASA-UAP-D3__Gemini_7_Transcript__1965.pdf,agency_controlled,4,0.36345306,-0.036772717
doc_0155,"NASA-UAP-D4, Apollo 11 Technical Crew Debriefing, 1969",NASA,PDF,ufo_release/NASA/PDF/NASA-UAP-D4__Apollo_11_Technical_Crew_Debriefing__1969.pdf,agency_controlled,4,0.49066684,-0.050913393
doc_0157,"NASA-UAP-D6, Apollo 17 Technical Crew Debriefing, 1973",NASA,PDF,ufo_release/NASA/PDF/NASA-UAP-D6__Apollo_17_Technical_Crew_Debriefing__1973.pdf,agency_controlled,4,0.2837045,-0.16173436
doc_0159,255-t-763-r1b-excerpt,NASA,VID,ufo_release/NASA/VID/255-t-763-r1b-excerpt.mp4,agency_controlled,1,-0.16860656,0.39608496
doc_0158,"NASA-UAP-D7, Skylab Techincal Crew Debriefing 1973",NASA,PDF,ufo_release/NASA/PDF/NASA-UAP-D7__Skylab_Techincal_Crew_Debriefing_1973.pdf,agency_controlled,4,0.39374882,-0.059091568
doc_0003,"State Department UAP Cable 1, Papua New Guinea, January 28, 1985",Department of State,PDF,ufo_release/Department of State/PDF/State_Department_UAP_Cable_1__Papua_New_Guinea__January_28__1985.pdf,modality_controlled,4,-0.22432072,-0.08576414
doc_0004,"State Department UAP Cable 2, Kazakhstan, January 31, 1994",Department of State,PDF,ufo_release/Department of State/PDF/State_Department_UAP_Cable_2__Kazakhstan__January_31__1994.pdf,modality_controlled,4,-0.24739678,-0.07520397
doc_0001,59_214434_SP 16 [7.18.1963],Department of State,PDF,ufo_release/Department of State/PDF/59_214434_SP_16__7_18_1963_.pdf,modality_controlled,4,-0.20376712,-0.42506889
doc_0002,59_64634_711.5612[7-2852,Department of State,PDF,ufo_release/Department of State/PDF/59_64634_711_5612_7-2852.pdf,modality_controlled,4,-0.18360674,-0.43668917
doc_0006,"State Department UAP Cable 4, Ashgabat, Turkmenistan, November 5, 2004",Department of State,PDF,ufo_release/Department of State/PDF/State_Department_UAP_Cable_4__Ashgabat__Turkmenistan__November_5__2004.pdf,modality_controlled,4,-0.2917188,-0.076787375
doc_0007,"State Department UAP Cable 5, Mexico, September 16, 2003",Department of State,PDF,ufo_release/Department of State/PDF/State_Department_UAP_Cable_5__Mexico__September_16__2003.pdf,modality_controlled,4,-0.17129461,-0.047262914
doc_0005,"State Department UAP Cable 3, Tbilisi, Georgia, October 30, 2001",Department of State,PDF,ufo_release/Department of State/PDF/State_Department_UAP_Cable_3__Tbilisi__Georgia__October_30__2001.pdf,modality_controlled,4,-0.3016066,-0.044743467
doc_0009,18_100754_ General 1946-7_Vol_2,Department of War,PDF,ufo_release/Department of War/PDF/18_100754__General_1946-7_Vol_2.pdf,modality_controlled,2,-0.25348726,-0.50605613
doc_0008,USPER Statement about UAP Sighting,Department of State,PDF,ufo_release/Department of State/PDF/USPER_Statement_about_UAP_Sighting.pdf,modality_controlled,4,-0.012294304,0.12360557
doc_0010,18_6369445_General_1948_Vol_1,Department of War,PDF,ufo_release/Department of War/PDF/18_6369445_General_1948_Vol_1.pdf,modality_controlled,2,-0.25902292,-0.49636158
doc_0011,331_120752_Numeric_Files_1944–1945_37153_German_Armament_Equipment_Documents,Department of War,PDF,ufo_release/Department of War/PDF/331_120752_Numeric_Files_1944_1945_37153_German_Armament_Equipment_Documents.pdf,modality_controlled,2,-0.29303244,-0.34682506
doc_0012,341_110448_Records_Relating_to_the_Collection_and_Dissemination_of_Intelligence_1948-1955-TS_CONT_No.2_2-5300-2-5399,Department of War,PDF,ufo_release/Department of War/PDF/341_110448_Records_Relating_to_the_Collection_and_Dissemination_of_Intelligence_1948-1955-TS_CONT_No_2_2-5300-2-5399.pdf,modality_controlled,2,-0.23380399,-0.2977913
doc_0014,342_HS1-416511228_319.1 Flying Discs 1949,Department of War,PDF,ufo_release/Department of War/PDF/342_HS1-416511228_319_1_Flying_Discs_1949.pdf,modality_controlled,2,-0.32103464,-0.59030163
doc_0013,"341_110677_Numerical_File,_5-2500",Department of War,PDF,ufo_release/Department of War/PDF/341_110677_Numerical_File__5-2500.pdf,modality_controlled,2,-0.23233666,-0.25231493
doc_0015,38_143685_box7_Incident_Summaries_1-100,Department of War,PDF,ufo_release/Department of War/PDF/38_143685_box7_Incident_Summaries_1-100.pdf,modality_controlled,2,-0.2926633,-0.5342563
doc_0016,38_143685_box_Incident_Summaries_101-172,Department of War,PDF,ufo_release/Department of War/PDF/38_143685_box_Incident_Summaries_101-172.pdf,modality_controlled,2,-0.29434004,-0.5512226
doc_0017,38_143685_box_Incident_Summaries_173-233,Department of War,PDF,ufo_release/Department of War/PDF/38_143685_box_Incident_Summaries_173-233.pdf,modality_controlled,2,-0.28963417,-0.5106898
doc_0019,"DOW-UAP-D19, Mission Report, Syria, February 21, 2023",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D19__Mission_Report__Syria__February_21__2023.pdf,modality_controlled,0,-0.40807065,0.4692674
doc_0018,"DOW-UAP-D12, Mission Report, Iraq, May 2022",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D12__Mission_Report__Iraq__May_2022.pdf,modality_controlled,0,-0.4427539,0.48123753
doc_0021,"DOW-UAP-D25, Mission Report, Greece, January 2024",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D25__Mission_Report__Greece__January_2024.pdf,modality_controlled,0,-0.3949673,0.50404
doc_0022,"DOW-UAP-D27, Mission Report, United Arab Emirates, October 2023",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D27__Mission_Report__United_Arab_Emirates__October_2023.pdf,modality_controlled,0,-0.45207113,0.57903254
doc_0024,"DOW-UAP-D3, Mission Report, Arabian Gulf, 2020",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D3__Mission_Report__Arabian_Gulf__2020.pdf,modality_controlled,0,-0.38676152,0.52158666
doc_0023,"DOW-UAP-D28, Mission Report, Iraq, September 2024",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D28__Mission_Report__Iraq__September_2024.pdf,modality_controlled,0,-0.37192357,0.51014775
doc_0020,"DOW-UAP-D20, Mission Report, Southern United States, 2020",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D20__Mission_Report__Southern_United_States__2020.pdf,modality_controlled,0,-0.36619613,0.50204164
doc_0026,"DOW-UAP-D44, Range Fouler Reporting Form, Gulf of Aden, October 2020",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D44__Range_Fouler_Reporting_Form__Gulf_of_Aden__October_2020.pdf,modality_controlled,0,-0.24395776,0.47233483
doc_0025,"DOW-UAP-D42, Range Fouler Debrief, Japan, 2023",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D42__Range_Fouler_Debrief__Japan__2023.pdf,modality_controlled,0,-0.111639574,0.41001645
doc_0027,"DOW-UAP-D48, Department of the Air Force Report, 1996",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,modality_controlled,4,-0.26396245,-0.039848786
doc_0028,"DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,modality_controlled,4,-0.20374066,-0.0493358
doc_0029,"DOW-UAP-D4, Mission Report, Arabian Gulf, 2020",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D4__Mission_Report__Arabian_Gulf__2020.pdf,modality_controlled,0,-0.23607053,0.47922507
doc_0030,"DOW-UAP-D50, Email Correspondence, INDOPACOM, April 2025",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D50__Email_Correspondence__INDOPACOM__April_2025.pdf,modality_controlled,0,-0.23896512,0.25796926
doc_0032,"DOW-UAP-D52, Email Correspondance, NA, August 2024",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D52__Email_Correspondance__NA__August_2024.pdf,modality_controlled,0,-0.14880106,0.2453949
doc_0031,"DOW-UAP-D51, Email Correspondence, Pacific Time Zone, March 2023",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D51__Email_Correspondence__Pacific_Time_Zone__March_2023.pdf,modality_controlled,0,-0.20278862,0.23316188
doc_0033,"DOW-UAP-D54, Mission Report, Mediterranean Sea, NA",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D54__Mission_Report__Mediterranean_Sea__NA.pdf,modality_controlled,0,-0.28583023,0.23674662
doc_0034,"DOW-UAP-D55, Mission Report, Syria, November 2016",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D55__Mission_Report__Syria__November_2016.pdf,modality_controlled,0,-0.09790743,0.42746136
doc_0035,"DOW-UAP-D56, Range Fouler Debrief, Arabian Sea, August 2020",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D56__Range_Fouler_Debrief__Arabian_Sea__August_2020.pdf,modality_controlled,0,-0.20888726,0.46527934
doc_0036,"DOW-UAP-D57, Range Fouler Reporting Form, Gulf of Aden, September 2020",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D57__Range_Fouler_Reporting_Form__Gulf_of_Aden__September_2020.pdf,modality_controlled,0,-0.2567916,0.42741704
doc_0037,"DOW-UAP-D58, Range Fouler Debrief, NA, October 2020",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D58__Range_Fouler_Debrief__NA__October_2020.pdf,modality_controlled,0,-0.188367,0.30901074
doc_0038,"DOW-UAP-D5, Mission Report, Arabian Gulf, 2020",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D5__Mission_Report__Arabian_Gulf__2020.pdf,modality_controlled,0,-0.27342483,0.45728606
doc_0040,"DOW-UAP-D61, Mission Report, Persian Gulf, August 2020",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D61__Mission_Report__Persian_Gulf__August_2020.pdf,modality_controlled,0,-0.3992056,0.5651152
doc_0041,"DOW-UAP-D62, Mission Report, Strait of Hormuz, September 2020",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D62__Mission_Report__Strait_of_Hormuz__September_2020.pdf,modality_controlled,0,-0.44153768,0.55584157
doc_0039,"DOW-UAP-D60, Mission Report, Persian Gulf, August 2020",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D60__Mission_Report__Persian_Gulf__August_2020.pdf,modality_controlled,0,-0.4959689,0.53335315
doc_0043,"DOW-UAP-D64, Mission Report, Iran, November 2020",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D64__Mission_Report__Iran__November_2020.pdf,modality_controlled,0,-0.3141109,0.54790676
doc_0042,"DOW-UAP-D63, Mission Report, Strait of Hormuz, October 2020",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D63__Mission_Report__Strait_of_Hormuz__October_2020.pdf,modality_controlled,0,-0.3095837,0.536343
doc_0045,"DOW-UAP-D6, Mission Report, Arabian Gulf, 2020",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D6__Mission_Report__Arabian_Gulf__2020.pdf,modality_controlled,0,-0.19140436,0.45114785
doc_0044,"DOW-UAP-D65, Mission Report, Persian Gulf, July 2020",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D65__Mission_Report__Persian_Gulf__July_2020.pdf,modality_controlled,0,-0.4778785,0.5419205
doc_0046,"DOW-UAP-D74, Mission Report, Syria, November 2023",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D74__Mission_Report__Syria__November_2023.pdf,modality_controlled,0,-0.47022337,0.4733101
doc_0047,"DOW-UAP-D75, Mission Report, Gulf of Aden, July 2024",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D75__Mission_Report__Gulf_of_Aden__July_2024.pdf,modality_controlled,0,-0.4576844,0.5328667
doc_0049,"DOW-UAP-D8, Mission Report, Djibouti, 2025",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D8__Mission_Report__Djibouti__2025.pdf,modality_controlled,0,-0.15116644,0.4055439
doc_0048,"DOW-UAP-D7, Mission Report, Arabian Gulf, 2020",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D7__Mission_Report__Arabian_Gulf__2020.pdf,modality_controlled,0,-0.24486522,0.502111
doc_0050,"DOW-UAP-PR19, Unresolved UAP Report, Middle East, May 2022",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-PR19__Unresolved_UAP_Report__Middle_East__May_2022.pdf,modality_controlled,0,-0.44248646,0.46436548
doc_0051,"DOW-UAP-PR20, Unresolved UAP Report, Kuwait, May 2022",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-PR20__Unresolved_UAP_Report__Kuwait__May_2022.pdf,modality_controlled,0,-0.09593963,0.45036668
doc_0052,"DOW-UAP-PR21, Unresolved UAP Report, Iraq, May 2022",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-PR21__Unresolved_UAP_Report__Iraq__May_2022.pdf,modality_controlled,0,-0.5036929,0.4311736
doc_0053,"DOW-UAP-PR22, Unresolved UAP Report, Syria, July 2022",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-PR22__Unresolved_UAP_Report__Syria__July_2022.pdf,modality_controlled,0,-0.36883265,0.48559168
doc_0055,"DOW-UAP-PR26, Unresolved UAP Report, United Arab Emirates, October 2023",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-PR26__Unresolved_UAP_Report__United_Arab_Emirates__October_2023.pdf,modality_controlled,0,-0.51028913,0.49208698
doc_0056,"DOW-UAP-PR27, Unresolved UAP Report, United Arab Emirates, October 2023",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-PR27__Unresolved_UAP_Report__United_Arab_Emirates__October_2023.pdf,modality_controlled,0,-0.5245366,0.47838694
doc_0054,"DOW-UAP-PR23, Unresolved UAP Report, Iraq, December 2022",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-PR23__Unresolved_UAP_Report__Iraq__December_2022.pdf,modality_controlled,0,-0.43950453,0.42038906
doc_0057,"DOW-UAP-PR31, Unresolved UAP Report, Syria, October 2024",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-PR31__Unresolved_UAP_Report__Syria__October_2024.pdf,modality_controlled,0,-0.41707513,0.49616477
doc_0058,"DOW-UAP-PR32, Unresolved UAP Report, Syria, October 2024",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-PR32__Unresolved_UAP_Report__Syria__October_2024.pdf,modality_controlled,0,-0.41360924,0.5036798
doc_0059,"DOW-UAP-PR33, Unresolved UAP Report, Syria, October 2024",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-PR33__Unresolved_UAP_Report__Syria__October_2024.pdf,modality_controlled,0,-0.409996,0.5006457
doc_0060,"DOW-UAP-PR34, Unresolved UAP Report, Greece, October 2023",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-PR34__Unresolved_UAP_Report__Greece__October_2023.pdf,modality_controlled,0,-0.41994613,0.44172361
doc_0061,"DOW-UAP-PR35, Unresolved UAP Report, Greece, October 2023",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-PR35__Unresolved_UAP_Report__Greece__October_2023.pdf,modality_controlled,0,-0.41086102,0.44464818
doc_0063,Western US Event,Department of War,PDF,ufo_release/Department of War/PDF/Western_US_Event.pdf,modality_controlled,0,0.020185003,0.33321893
doc_0062,"DOW-UAP-PR36, Unresolved UAP Report, Middle East, May 2020",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-PR36__Unresolved_UAP_Report__Middle_East__May_2020.pdf,modality_controlled,0,-0.1440356,0.47666496
doc_0064,"DOW-UAP-D10, Mission Report, Middle East, May 2022",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-D10__Mission_Report__Middle_East__May_2022.mp4,modality_controlled,1,0.24015075,0.06715263
doc_0067,"DOW-UAP-D18, Mission Report, Iraq, December 2022",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-D18__Mission_Report__Iraq__December_2022.mp4,modality_controlled,1,0.20360667,0.037209067
doc_0065,"DOW-UAP-D14, Mission Report, Iraq, May 2022",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-D14__Mission_Report__Iraq__May_2022.mp4,modality_controlled,1,0.25344008,0.084378086
doc_0069,"DOW-UAP-D32, Mission Report, Syria, October 2024",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-D32__Mission_Report__Syria__October_2024.mp4,modality_controlled,1,0.24760102,0.05402083
doc_0070,"DOW-UAP-D33, Mission Report, Greece, October 2023",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-D33__Mission_Report__Greece__October_2023.mp4,modality_controlled,1,0.16271988,0.034489777
doc_0066,"DOW-UAP-D16, Mission Report, Syria, July 2022",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-D16__Mission_Report__Syria__July_2022.mp4,modality_controlled,1,0.12589322,0.11179478
doc_0072,"DOW-UAP-D38, Range Fouler Debrief, Middle East, May 2020",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-D38__Range_Fouler_Debrief__Middle_East__May_2020.mp4,modality_controlled,4,0.081997946,-0.020944357
doc_0071,"DOW-UAP-D35, Mission Report, Greece, October 2023",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-D35__Mission_Report__Greece__October_2023.mp4,modality_controlled,0,-0.1288773,0.046807952
doc_0075,"DOW-UAP-PR37, Unresolved UAP Report, Middle East, 2020",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-PR37__Unresolved_UAP_Report__Middle_East__2020.mp4,modality_controlled,0,0.07070749,0.1340312
doc_0068,"DOW-UAP-D23, Mission Report, United Arab Emirates, October 2023",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-D23__Mission_Report__United_Arab_Emirates__October_2023.mp4,modality_controlled,0,-0.1875106,0.15902038
doc_0074,"DOW-UAP-PR29, Unresolved UAP Report, United Arab Emirates, June 2024",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-PR29__Unresolved_UAP_Report__United_Arab_Emirates__June_2024.mp4,modality_controlled,0,-0.2268518,0.13379993
doc_0077,"DOW-UAP-PR39, Unresolved UAP Report, Middle East, 2020",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-PR39__Unresolved_UAP_Report__Middle_East__2020.mp4,modality_controlled,1,0.12701689,0.15204147
doc_0073,"DOW-UAP-PR28, Unresolved UAP Report, Greece, January 2024",Department of War,VID,ufo_release/Department of War/VID/DOW-UAP-PR28__Unresolved_UAP_Report__Greece__January_2024.mp4,modality_controlled,0,-0.14792871,-0.0059244563
